"interaction","name","selected","shared interaction","shared name"
"interacts with","CDH1 (interacts with)  SEPTIN9","false","interacts with","CDH1 (interacts with)  SEPTIN9"
"interacts with","CDH1 (interacts with)  PKN2","false","interacts with","CDH1 (interacts with)  PKN2"
"interacts with","CDH1 (interacts with)  NF2","false","interacts with","CDH1 (interacts with)  NF2"
"interacts with","CDH1 (interacts with)  PI4KA","false","interacts with","CDH1 (interacts with)  PI4KA"
"interacts with","CDH1 (interacts with)  GOLGA3","false","interacts with","CDH1 (interacts with)  GOLGA3"
"interacts with","CDH1 (interacts with)  EPS8L2","false","interacts with","CDH1 (interacts with)  EPS8L2"
"interacts with","CDH1 (interacts with)  TMOD3","false","interacts with","CDH1 (interacts with)  TMOD3"
"interacts with","CDH1 (interacts with)  ZG16B","false","interacts with","CDH1 (interacts with)  ZG16B"
"interacts with","CDH1 (interacts with)  EHBP1","false","interacts with","CDH1 (interacts with)  EHBP1"
"interacts with","CDH1 (interacts with)  SCYL1","false","interacts with","CDH1 (interacts with)  SCYL1"
"interacts with","CDH1 (interacts with)  NHERF2","false","interacts with","CDH1 (interacts with)  NHERF2"
"interacts with","CDH1 (interacts with)  STK38","false","interacts with","CDH1 (interacts with)  STK38"
"interacts with","CDH1 (interacts with)  GCN1","false","interacts with","CDH1 (interacts with)  GCN1"
"interacts with","CDH1 (interacts with)  FLNB","false","interacts with","CDH1 (interacts with)  FLNB"
"interacts with","CDH1 (interacts with)  TMEM51","false","interacts with","CDH1 (interacts with)  TMEM51"
"interacts with","CDH1 (interacts with)  PHLPP1","false","interacts with","CDH1 (interacts with)  PHLPP1"
"interacts with","CDH1 (interacts with)  EBNA1BP2","false","interacts with","CDH1 (interacts with)  EBNA1BP2"
"interacts with","CDH1 (interacts with)  PDLIM5","false","interacts with","CDH1 (interacts with)  PDLIM5"
"interacts with","CDH1 (interacts with)  CDK8","false","interacts with","CDH1 (interacts with)  CDK8"
"interacts with","CDH1 (interacts with)  ERBIN","false","interacts with","CDH1 (interacts with)  ERBIN"
"interacts with","CDH1 (interacts with)  BSG","false","interacts with","CDH1 (interacts with)  BSG"
"interacts with","CDH1 (interacts with)  EEF2","false","interacts with","CDH1 (interacts with)  EEF2"
"interacts with","CDH1 (interacts with)  N4BP1","false","interacts with","CDH1 (interacts with)  N4BP1"
"interacts with","CDH1 (interacts with)  LSR","false","interacts with","CDH1 (interacts with)  LSR"
"interacts with","CDH1 (interacts with)  NHS","false","interacts with","CDH1 (interacts with)  NHS"
"interacts with","CDH1 (interacts with)  TES","false","interacts with","CDH1 (interacts with)  TES"
"interacts with","CDH1 (interacts with)  SHB","false","interacts with","CDH1 (interacts with)  SHB"
"interacts with","CDH1 (interacts with)  STAT2","false","interacts with","CDH1 (interacts with)  STAT2"
"interacts with","CDH1 (interacts with)  MRE11","false","interacts with","CDH1 (interacts with)  MRE11"
"interacts with","CDH1 (interacts with)  ZNF510","false","interacts with","CDH1 (interacts with)  ZNF510"
"interacts with","CDH1 (interacts with)  SERBP1","false","interacts with","CDH1 (interacts with)  SERBP1"
"interacts with","CDH1 (interacts with)  KANK2","false","interacts with","CDH1 (interacts with)  KANK2"
"interacts with","CDH1 (interacts with)  UBFD1","false","interacts with","CDH1 (interacts with)  UBFD1"
"interacts with","CDH1 (interacts with)  TLN1","false","interacts with","CDH1 (interacts with)  TLN1"
"interacts with","CDH1 (interacts with)  LBR","false","interacts with","CDH1 (interacts with)  LBR"
"interacts with","CDH1 (interacts with)  CAST","false","interacts with","CDH1 (interacts with)  CAST"
"interacts with","CDH1 (interacts with)  UNC45A","false","interacts with","CDH1 (interacts with)  UNC45A"
"interacts with","ESR1 (interacts with)  FUS","false","interacts with","ESR1 (interacts with)  FUS"
"interacts with","ESR1 (interacts with)  Q7Z406","false","interacts with","ESR1 (interacts with)  Q7Z406"
"interacts with","ESR1 (interacts with)  ILF3","false","interacts with","ESR1 (interacts with)  ILF3"
"interacts with","ESR1 (interacts with)  POF1B","false","interacts with","ESR1 (interacts with)  POF1B"
"interacts with","ESR1 (interacts with)  ACTN1","false","interacts with","ESR1 (interacts with)  ACTN1"
"interacts with","ESR1 (interacts with)  EPPK1","false","interacts with","ESR1 (interacts with)  EPPK1"
"interacts with","ESR1 (interacts with)  Q96KM6","false","interacts with","ESR1 (interacts with)  Q96KM6"
"interacts with","ESR1 (interacts with)  MYO1B","false","interacts with","ESR1 (interacts with)  MYO1B"
"interacts with","ESR1 (interacts with)  PGAM5","false","interacts with","ESR1 (interacts with)  PGAM5"
"interacts with","ESR1 (interacts with)  P22626","false","interacts with","ESR1 (interacts with)  P22626"
"interacts with","ESR1 (interacts with)  DDX18","false","interacts with","ESR1 (interacts with)  DDX18"
"interacts with","ESR1 (interacts with)  DNAJB11","false","interacts with","ESR1 (interacts with)  DNAJB11"
"interacts with","ESR1 (interacts with)  Q8TAE6","false","interacts with","ESR1 (interacts with)  Q8TAE6"
"interacts with","ESR1 (interacts with)  Q32P51","false","interacts with","ESR1 (interacts with)  Q32P51"
"interacts with","ESR1 (interacts with)  Q16881","false","interacts with","ESR1 (interacts with)  Q16881"
"interacts with","ESR1 (interacts with)  BUD13","false","interacts with","ESR1 (interacts with)  BUD13"
"interacts with","ESR1 (interacts with)  NCL","false","interacts with","ESR1 (interacts with)  NCL"
"interacts with","ESR1 (interacts with)  Q07666","false","interacts with","ESR1 (interacts with)  Q07666"
"interacts with","ESR1 (interacts with)  P46087","false","interacts with","ESR1 (interacts with)  P46087"
"interacts with","ESR1 (interacts with)  HBP1","false","interacts with","ESR1 (interacts with)  HBP1"
"interacts with","ESR1 (interacts with)  RPN2","false","interacts with","ESR1 (interacts with)  RPN2"
"interacts with","ESR1 (interacts with)  TOP2B","false","interacts with","ESR1 (interacts with)  TOP2B"
"interacts with","ESR1 (interacts with)  SLC25A5","false","interacts with","ESR1 (interacts with)  SLC25A5"
"interacts with","ESR1 (interacts with)  RPN1","false","interacts with","ESR1 (interacts with)  RPN1"
"interacts with","ESR1 (interacts with)  SPTBN1","false","interacts with","ESR1 (interacts with)  SPTBN1"
"interacts with","ESR1 (interacts with)  P16989","false","interacts with","ESR1 (interacts with)  P16989"
"interacts with","ESR1 (interacts with)  RBBP7","false","interacts with","ESR1 (interacts with)  RBBP7"
"interacts with","ESR1 (interacts with)  O95831","false","interacts with","ESR1 (interacts with)  O95831"
"interacts with","ESR1 (interacts with)  GLCE","false","interacts with","ESR1 (interacts with)  GLCE"
"interacts with","ESR1 (interacts with)  LGALS7","false","interacts with","ESR1 (interacts with)  LGALS7"
"interacts with","ESR1 (interacts with)  Q86UE4","false","interacts with","ESR1 (interacts with)  Q86UE4"
"interacts with","ESR1 (interacts with)  Q9BZE4","false","interacts with","ESR1 (interacts with)  Q9BZE4"
"interacts with","ESR1 (interacts with)  O75475","false","interacts with","ESR1 (interacts with)  O75475"
"interacts with","ESR1 (interacts with)  O95793","false","interacts with","ESR1 (interacts with)  O95793"
"interacts with","ESR1 (interacts with)  CAPZB","false","interacts with","ESR1 (interacts with)  CAPZB"
"interacts with","ESR1 (interacts with)  HNRNPK","false","interacts with","ESR1 (interacts with)  HNRNPK"
"interacts with","ESR1 (interacts with)  O00159","false","interacts with","ESR1 (interacts with)  O00159"
"interacts with","ESR1 (interacts with)  Q8NHW5","false","interacts with","ESR1 (interacts with)  Q8NHW5"
"interacts with","ESR1 (interacts with)  Q13823","false","interacts with","ESR1 (interacts with)  Q13823"
"interacts with","ESR1 (interacts with)  SEC61B","false","interacts with","ESR1 (interacts with)  SEC61B"
"interacts with","ESR1 (interacts with)  MYL6B","false","interacts with","ESR1 (interacts with)  MYL6B"
"interacts with","ESR1 (interacts with)  HSPA1L","false","interacts with","ESR1 (interacts with)  HSPA1L"
"interacts with","ESR1 (interacts with)  P00523","false","interacts with","ESR1 (interacts with)  P00523"
"interacts with","ESR1 (interacts with)  ARSB","false","interacts with","ESR1 (interacts with)  ARSB"
"interacts with","ESR1 (interacts with)  P52272","false","interacts with","ESR1 (interacts with)  P52272"
"interacts with","ESR1 (interacts with)  Q9BVJ6","false","interacts with","ESR1 (interacts with)  Q9BVJ6"
"interacts with","ESR1 (interacts with)  Q9BQG0","false","interacts with","ESR1 (interacts with)  Q9BQG0"
"interacts with","ESR1 (interacts with)  Q9UKQ9","false","interacts with","ESR1 (interacts with)  Q9UKQ9"
"interacts with","ESR1 (interacts with)  PLEC","false","interacts with","ESR1 (interacts with)  PLEC"
"interacts with","ESR1 (interacts with)  VPS13D","false","interacts with","ESR1 (interacts with)  VPS13D"
"interacts with","ESR1 (interacts with)  Q9H1R3","false","interacts with","ESR1 (interacts with)  Q9H1R3"
"interacts with","ESR1 (interacts with)  P38159","false","interacts with","ESR1 (interacts with)  P38159"
"interacts with","ESR1 (interacts with)  DDX21","false","interacts with","ESR1 (interacts with)  DDX21"
"interacts with","ESR1 (interacts with)  TECR","false","interacts with","ESR1 (interacts with)  TECR"
"interacts with","ESR1 (interacts with)  RUVBL1","false","interacts with","ESR1 (interacts with)  RUVBL1"
"interacts with","ESR1 (interacts with)  UTP3","false","interacts with","ESR1 (interacts with)  UTP3"
"interacts with","ESR1 (interacts with)  TRIP12","false","interacts with","ESR1 (interacts with)  TRIP12"
"interacts with","ESR1 (interacts with)  RPLP0","false","interacts with","ESR1 (interacts with)  RPLP0"
"interacts with","ESR1 (interacts with)  P62136","false","interacts with","ESR1 (interacts with)  P62136"
"interacts with","ESR1 (interacts with)  SRRM2","false","interacts with","ESR1 (interacts with)  SRRM2"
"interacts with","ESR1 (interacts with)  Q13428","false","interacts with","ESR1 (interacts with)  Q13428"
"interacts with","ESR1 (interacts with)  SPTAN1","false","interacts with","ESR1 (interacts with)  SPTAN1"
"interacts with","ESR1 (interacts with)  Q14498","false","interacts with","ESR1 (interacts with)  Q14498"
"interacts with","ESR1 (interacts with)  Q7L2E3","false","interacts with","ESR1 (interacts with)  Q7L2E3"
"interacts with","ESR1 (interacts with)  MRPS9","false","interacts with","ESR1 (interacts with)  MRPS9"
"interacts with","ESR1 (interacts with)  Q00610","false","interacts with","ESR1 (interacts with)  Q00610"
"interacts with","ESR1 (interacts with)  U2AF2","false","interacts with","ESR1 (interacts with)  U2AF2"
"interacts with","ESR1 (interacts with)  EMD","false","interacts with","ESR1 (interacts with)  EMD"
"interacts with","ESR1 (interacts with)  LARP4","false","interacts with","ESR1 (interacts with)  LARP4"
"interacts with","ESR1 (interacts with)  NUMA1","false","interacts with","ESR1 (interacts with)  NUMA1"
"interacts with","ESR1 (interacts with)  SUPT16H","false","interacts with","ESR1 (interacts with)  SUPT16H"
"interacts with","ESR1 (interacts with)  Q13243","false","interacts with","ESR1 (interacts with)  Q13243"
"interacts with","ESR1 (interacts with)  RPL10","false","interacts with","ESR1 (interacts with)  RPL10"
"interacts with","ESR1 (interacts with)  Q92841","false","interacts with","ESR1 (interacts with)  Q92841"
"interacts with","ESR1 (interacts with)  A6NMY6","false","interacts with","ESR1 (interacts with)  A6NMY6"
"interacts with","ESR1 (interacts with)  POP1","false","interacts with","ESR1 (interacts with)  POP1"
"interacts with","ESR1 (interacts with)  Q8IZL8","false","interacts with","ESR1 (interacts with)  Q8IZL8"
"interacts with","ESR1 (interacts with)  P48594","false","interacts with","ESR1 (interacts with)  P48594"
"interacts with","ESR1 (interacts with)  P60660","false","interacts with","ESR1 (interacts with)  P60660"
"interacts with","ESR1 (interacts with)  Q14444","false","interacts with","ESR1 (interacts with)  Q14444"
"interacts with","ESR1 (interacts with)  Q8WY22","false","interacts with","ESR1 (interacts with)  Q8WY22"
"interacts with","ESR1 (interacts with)  UNC45A","false","interacts with","ESR1 (interacts with)  UNC45A"
"interacts with","ESR1 (interacts with)  Q96DU9","false","interacts with","ESR1 (interacts with)  Q96DU9"
"interacts with","ESR1 (interacts with)  O15523","false","interacts with","ESR1 (interacts with)  O15523"
"interacts with","ESR1 (interacts with)  AKAP8","false","interacts with","ESR1 (interacts with)  AKAP8"
"interacts with","ESR1 (interacts with)  Q5JTH9","false","interacts with","ESR1 (interacts with)  Q5JTH9"
"interacts with","ESR1 (interacts with)  Q96SB4","false","interacts with","ESR1 (interacts with)  Q96SB4"
"interacts with","ESR1 (interacts with)  EXOSC10","false","interacts with","ESR1 (interacts with)  EXOSC10"
"interacts with","ESR1 (interacts with)  HNRNPA3","false","interacts with","ESR1 (interacts with)  HNRNPA3"
"interacts with","ESR1 (interacts with)  P07205","false","interacts with","ESR1 (interacts with)  P07205"
"interacts with","ESR1 (interacts with)  MYO6","false","interacts with","ESR1 (interacts with)  MYO6"
"interacts with","ESR1 (interacts with)  GAPDH","false","interacts with","ESR1 (interacts with)  GAPDH"
"interacts with","ESR1 (interacts with)  S100A7","false","interacts with","ESR1 (interacts with)  S100A7"
"interacts with","ESR1 (interacts with)  GNB4","false","interacts with","ESR1 (interacts with)  GNB4"
"interacts with","ESR1 (interacts with)  P17844","false","interacts with","ESR1 (interacts with)  P17844"
"interacts with","ESR1 (interacts with)  P83111","false","interacts with","ESR1 (interacts with)  P83111"
"interacts with","ESR1 (interacts with)  RDX","false","interacts with","ESR1 (interacts with)  RDX"
"interacts with","ESR1 (interacts with)  Q6ZVX7","false","interacts with","ESR1 (interacts with)  Q6ZVX7"
"interacts with","ESR1 (interacts with)  RBM14","false","interacts with","ESR1 (interacts with)  RBM14"
"interacts with","ESR1 (interacts with)  Q86TE4","false","interacts with","ESR1 (interacts with)  Q86TE4"
"interacts with","ESR1 (interacts with)  Q14103","false","interacts with","ESR1 (interacts with)  Q14103"
"interacts with","ESR1 (interacts with)  Q07955","false","interacts with","ESR1 (interacts with)  Q07955"
"interacts with","ESR1 (interacts with)  YTHDF2","false","interacts with","ESR1 (interacts with)  YTHDF2"
"interacts with","ESR1 (interacts with)  Q8IYB3","false","interacts with","ESR1 (interacts with)  Q8IYB3"
"interacts with","ESR1 (interacts with)  Q9H293","false","interacts with","ESR1 (interacts with)  Q9H293"
"interacts with","ESR1 (interacts with)  Q96LC7","false","interacts with","ESR1 (interacts with)  Q96LC7"
"interacts with","ESR1 (interacts with)  SRSF7","false","interacts with","ESR1 (interacts with)  SRSF7"
"interacts with","ESR1 (interacts with)  DEK","false","interacts with","ESR1 (interacts with)  DEK"
"interacts with","ESR1 (interacts with)  Q9H0A0","false","interacts with","ESR1 (interacts with)  Q9H0A0"
"interacts with","ESR1 (interacts with)  Q8WUY1","false","interacts with","ESR1 (interacts with)  Q8WUY1"
"interacts with","ESR1 (interacts with)  Q9BT30","false","interacts with","ESR1 (interacts with)  Q9BT30"
"interacts with","ESR1 (interacts with)  SRC","false","interacts with","ESR1 (interacts with)  SRC"
"interacts with","ESR1 (interacts with)  Q13151","false","interacts with","ESR1 (interacts with)  Q13151"
"interacts with","ESR1 (interacts with)  Q96CW1","false","interacts with","ESR1 (interacts with)  Q96CW1"
"interacts with","ESR1 (interacts with)  O15042","false","interacts with","ESR1 (interacts with)  O15042"
"interacts with","ESR1 (interacts with)  EIF4A1","false","interacts with","ESR1 (interacts with)  EIF4A1"
"interacts with","ESR1 (interacts with)  WDR36","false","interacts with","ESR1 (interacts with)  WDR36"
"interacts with","ESR1 (interacts with)  SHOC2","false","interacts with","ESR1 (interacts with)  SHOC2"
"interacts with","ESR1 (interacts with)  P11388","false","interacts with","ESR1 (interacts with)  P11388"
"interacts with","ESR1 (interacts with)  UBTF","false","interacts with","ESR1 (interacts with)  UBTF"
"interacts with","ESR1 (interacts with)  DKC1","false","interacts with","ESR1 (interacts with)  DKC1"
"interacts with","ESR1 (interacts with)  PSMC3IP","false","interacts with","ESR1 (interacts with)  PSMC3IP"
"interacts with","ESR1 (interacts with)  DBN1","false","interacts with","ESR1 (interacts with)  DBN1"
"interacts with","ESR1 (interacts with)  nan","false","interacts with","ESR1 (interacts with)  nan"
"interacts with","ESR1 (interacts with)  FTSJ3","false","interacts with","ESR1 (interacts with)  FTSJ3"
"interacts with","ESR1 (interacts with)  O00567","false","interacts with","ESR1 (interacts with)  O00567"
"interacts with","ESR1 (interacts with)  P68032","false","interacts with","ESR1 (interacts with)  P68032"
"interacts with","ESR1 (interacts with)  Q9NVI7","false","interacts with","ESR1 (interacts with)  Q9NVI7"
"interacts with","ESR1 (interacts with)  DDX50","false","interacts with","ESR1 (interacts with)  DDX50"
"interacts with","ESR1 (interacts with)  H2AX","false","interacts with","ESR1 (interacts with)  H2AX"
"interacts with","ESR1 (interacts with)  GNL3","false","interacts with","ESR1 (interacts with)  GNL3"
"interacts with","ESR1 (interacts with)  RPL36A","false","interacts with","ESR1 (interacts with)  RPL36A"
"interacts with","ESR1 (interacts with)  HNRNPF","false","interacts with","ESR1 (interacts with)  HNRNPF"
"interacts with","ESR1 (interacts with)  RPL24","false","interacts with","ESR1 (interacts with)  RPL24"
"interacts with","ESR1 (interacts with)  HNRNPR","false","interacts with","ESR1 (interacts with)  HNRNPR"
"interacts with","ESR1 (interacts with)  Q5T2N8","false","interacts with","ESR1 (interacts with)  Q5T2N8"
"interacts with","ESR1 (interacts with)  SERPINB5","false","interacts with","ESR1 (interacts with)  SERPINB5"
"interacts with","ESR1 (interacts with)  Q01130","false","interacts with","ESR1 (interacts with)  Q01130"
"interacts with","ESR1 (interacts with)  ILF2","false","interacts with","ESR1 (interacts with)  ILF2"
"interacts with","ESR1 (interacts with)  BCLAF1","false","interacts with","ESR1 (interacts with)  BCLAF1"
"interacts with","ESR1 (interacts with)  HNRNPA1","false","interacts with","ESR1 (interacts with)  HNRNPA1"
"interacts with","ESR1 (interacts with)  P11940","false","interacts with","ESR1 (interacts with)  P11940"
"interacts with","ESR1 (interacts with)  NUP153","false","interacts with","ESR1 (interacts with)  NUP153"
"interacts with","ESR1 (interacts with)  P30050","false","interacts with","ESR1 (interacts with)  P30050"
"interacts with","ESR1 (interacts with)  EPSTI1","false","interacts with","ESR1 (interacts with)  EPSTI1"
"interacts with","ESR1 (interacts with)  Q9P035","false","interacts with","ESR1 (interacts with)  Q9P035"
"interacts with","ESR1 (interacts with)  HNRNPAB","false","interacts with","ESR1 (interacts with)  HNRNPAB"
"interacts with","ESR1 (interacts with)  TBL2","false","interacts with","ESR1 (interacts with)  TBL2"
"interacts with","ESR1 (interacts with)  Q9Y2W1","false","interacts with","ESR1 (interacts with)  Q9Y2W1"
"interacts with","ESR1 (interacts with)  TF","false","interacts with","ESR1 (interacts with)  TF"
"interacts with","ESR1 (interacts with)  SRSF6","false","interacts with","ESR1 (interacts with)  SRSF6"
"interacts with","ESR1 (interacts with)  Q01844","false","interacts with","ESR1 (interacts with)  Q01844"
"interacts with","ESR1 (interacts with)  Q96GQ7","false","interacts with","ESR1 (interacts with)  Q96GQ7"
"interacts with","ESR1 (interacts with)  MKI67","false","interacts with","ESR1 (interacts with)  MKI67"
"interacts with","ESR1 (interacts with)  RSL1D1","false","interacts with","ESR1 (interacts with)  RSL1D1"
"interacts with","ESR1 (interacts with)  EFTUD2","false","interacts with","ESR1 (interacts with)  EFTUD2"
"interacts with","ESR1 (interacts with)  ESRRB","false","interacts with","ESR1 (interacts with)  ESRRB"
"interacts with","ESR1 (interacts with)  RRP1B","false","interacts with","ESR1 (interacts with)  RRP1B"
"interacts with","ESR1 (interacts with)  DDX54","false","interacts with","ESR1 (interacts with)  DDX54"
"interacts with","ESR1 (interacts with)  P62879","false","interacts with","ESR1 (interacts with)  P62879"
"interacts with","ESR1 (interacts with)  O95232","false","interacts with","ESR1 (interacts with)  O95232"
"interacts with","ESR1 (interacts with)  DHX15","false","interacts with","ESR1 (interacts with)  DHX15"
"interacts with","ESR1 (interacts with)  Q16698","false","interacts with","ESR1 (interacts with)  Q16698"
"interacts with","ESR1 (interacts with)  JUP","false","interacts with","ESR1 (interacts with)  JUP"
"interacts with","ESR1 (interacts with)  G3BP1","false","interacts with","ESR1 (interacts with)  G3BP1"
"interacts with","ESR1 (interacts with)  Q6PJG2","false","interacts with","ESR1 (interacts with)  Q6PJG2"
"interacts with","ESR1 (interacts with)  Q8N201","false","interacts with","ESR1 (interacts with)  Q8N201"
"interacts with","ESR1 (interacts with)  CSRP1","false","interacts with","ESR1 (interacts with)  CSRP1"
"interacts with","ESR1 (interacts with)  TOP1","false","interacts with","ESR1 (interacts with)  TOP1"
"interacts with","ESR1 (interacts with)  O60506","false","interacts with","ESR1 (interacts with)  O60506"
"interacts with","ESR1 (interacts with)  Q9BUJ2","false","interacts with","ESR1 (interacts with)  Q9BUJ2"
"interacts with","ESR1 (interacts with)  RBM28","false","interacts with","ESR1 (interacts with)  RBM28"
"interacts with","ESR1 (interacts with)  UPF1","false","interacts with","ESR1 (interacts with)  UPF1"
"interacts with","ESR1 (interacts with)  P62906","false","interacts with","ESR1 (interacts with)  P62906"
"interacts with","ESR1 (interacts with)  WDR18","false","interacts with","ESR1 (interacts with)  WDR18"
"interacts with","ESR1 (interacts with)  Q96L91","false","interacts with","ESR1 (interacts with)  Q96L91"
"interacts with","ESR1 (interacts with)  RPL36AL","false","interacts with","ESR1 (interacts with)  RPL36AL"
"interacts with","ESR1 (interacts with)  ATP5F1B","false","interacts with","ESR1 (interacts with)  ATP5F1B"
"interacts with","ESR1 (interacts with)  EIF4G1","false","interacts with","ESR1 (interacts with)  EIF4G1"
"interacts with","ESR1 (interacts with)  O43432","false","interacts with","ESR1 (interacts with)  O43432"
"interacts with","ESR1 (interacts with)  P84103","false","interacts with","ESR1 (interacts with)  P84103"
"interacts with","ESR1 (interacts with)  EPB41L5","false","interacts with","ESR1 (interacts with)  EPB41L5"
"interacts with","ESR1 (interacts with)  MAPKAPK2","false","interacts with","ESR1 (interacts with)  MAPKAPK2"
