"interaction","name","selected","shared interaction","shared name"
"interacts with","KRAS (interacts with)  LNPEP","false","interacts with","KRAS (interacts with)  LNPEP"
"interacts with","KRAS (interacts with)  CLCN7","false","interacts with","KRAS (interacts with)  CLCN7"
"interacts with","KRAS (interacts with)  VAPB","false","interacts with","KRAS (interacts with)  VAPB"
"interacts with","KRAS (interacts with)  ZMYND8","false","interacts with","KRAS (interacts with)  ZMYND8"
"interacts with","KRAS (interacts with)  PKP2","false","interacts with","KRAS (interacts with)  PKP2"
"interacts with","KRAS (interacts with)  RPS29","false","interacts with","KRAS (interacts with)  RPS29"
"interacts with","KRAS (interacts with)  TMX1","false","interacts with","KRAS (interacts with)  TMX1"
"interacts with","KRAS (interacts with)  CSNK1G3","false","interacts with","KRAS (interacts with)  CSNK1G3"
"interacts with","KRAS (interacts with)  FAM91A1","false","interacts with","KRAS (interacts with)  FAM91A1"
"interacts with","KRAS (interacts with)  BCL2L13","false","interacts with","KRAS (interacts with)  BCL2L13"
"interacts with","KRAS (interacts with)  nan","false","interacts with","KRAS (interacts with)  nan"
"interacts with","KRAS (interacts with)  FAM83D","false","interacts with","KRAS (interacts with)  FAM83D"
"interacts with","KRAS (interacts with)  BLZF1","false","interacts with","KRAS (interacts with)  BLZF1"
"interacts with","KRAS (interacts with)  MT-CYB","false","interacts with","KRAS (interacts with)  MT-CYB"
"interacts with","KRAS (interacts with)  SENP1","false","interacts with","KRAS (interacts with)  SENP1"
"interacts with","KRAS (interacts with)  NHERF2","false","interacts with","KRAS (interacts with)  NHERF2"
"interacts with","KRAS (interacts with)  ZNF189","false","interacts with","KRAS (interacts with)  ZNF189"
"interacts with","KRAS (interacts with)  AUP1","false","interacts with","KRAS (interacts with)  AUP1"
"interacts with","KRAS (interacts with)  ARL1","false","interacts with","KRAS (interacts with)  ARL1"
"interacts with","KRAS (interacts with)  BCAP31","false","interacts with","KRAS (interacts with)  BCAP31"
"interacts with","KRAS (interacts with)  TMEM51","false","interacts with","KRAS (interacts with)  TMEM51"
"interacts with","KRAS (interacts with)  VAMP7","false","interacts with","KRAS (interacts with)  VAMP7"
"interacts with","KRAS (interacts with)  TMEM9","false","interacts with","KRAS (interacts with)  TMEM9"
"interacts with","KRAS (interacts with)  YES1","false","interacts with","KRAS (interacts with)  YES1"
"interacts with","KRAS (interacts with)  TYMS","false","interacts with","KRAS (interacts with)  TYMS"
"interacts with","KRAS (interacts with)  SORBS3","false","interacts with","KRAS (interacts with)  SORBS3"
"interacts with","KRAS (interacts with)  CDK8","false","interacts with","KRAS (interacts with)  CDK8"
"interacts with","KRAS (interacts with)  BSG","false","interacts with","KRAS (interacts with)  BSG"
"interacts with","KRAS (interacts with)  Q8WUY9","false","interacts with","KRAS (interacts with)  Q8WUY9"
"interacts with","KRAS (interacts with)  MOCS2","false","interacts with","KRAS (interacts with)  MOCS2"
"interacts with","KRAS (interacts with)  HMOX2","false","interacts with","KRAS (interacts with)  HMOX2"
"interacts with","KRAS (interacts with)  TACC1","false","interacts with","KRAS (interacts with)  TACC1"
"interacts with","KRAS (interacts with)  LMAN1","false","interacts with","KRAS (interacts with)  LMAN1"
"interacts with","KRAS (interacts with)  GEN1","false","interacts with","KRAS (interacts with)  GEN1"
"interacts with","KRAS (interacts with)  ACSL3","false","interacts with","KRAS (interacts with)  ACSL3"
"interacts with","KRAS (interacts with)  SLC4A2","false","interacts with","KRAS (interacts with)  SLC4A2"
"interacts with","KRAS (interacts with)  LSR","false","interacts with","KRAS (interacts with)  LSR"
"interacts with","KRAS (interacts with)  IGSF21","false","interacts with","KRAS (interacts with)  IGSF21"
"interacts with","KRAS (interacts with)  MDH2","false","interacts with","KRAS (interacts with)  MDH2"
"interacts with","KRAS (interacts with)  MARK1","false","interacts with","KRAS (interacts with)  MARK1"
"interacts with","KRAS (interacts with)  FRAT1","false","interacts with","KRAS (interacts with)  FRAT1"
"interacts with","KRAS (interacts with)  IGFBP3","false","interacts with","KRAS (interacts with)  IGFBP3"
"interacts with","KRAS (interacts with)  AKAP12","false","interacts with","KRAS (interacts with)  AKAP12"
"interacts with","KRAS (interacts with)  LBR","false","interacts with","KRAS (interacts with)  LBR"
"interacts with","CDH1 (interacts with)  Q9BQ29","false","interacts with","CDH1 (interacts with)  Q9BQ29"
"interacts with","CDH1 (interacts with)  PAK6","false","interacts with","CDH1 (interacts with)  PAK6"
"interacts with","CDH1 (interacts with)  ZHX1-C8orf76","false","interacts with","CDH1 (interacts with)  ZHX1-C8orf76"
"interacts with","CDH1 (interacts with)  AKT1","false","interacts with","CDH1 (interacts with)  AKT1"
"interacts with","CDH1 (interacts with)  WASF2","false","interacts with","CDH1 (interacts with)  WASF2"
"interacts with","CDH1 (interacts with)  SLK","false","interacts with","CDH1 (interacts with)  SLK"
"interacts with","CDH1 (interacts with)  RAPH1","false","interacts with","CDH1 (interacts with)  RAPH1"
"interacts with","CDH1 (interacts with)  SH3KBP1","false","interacts with","CDH1 (interacts with)  SH3KBP1"
"interacts with","CDH1 (interacts with)  PARD3","false","interacts with","CDH1 (interacts with)  PARD3"
"interacts with","CDH1 (interacts with)  GPRIN1","false","interacts with","CDH1 (interacts with)  GPRIN1"
"interacts with","CDH1 (interacts with)  MARK2","false","interacts with","CDH1 (interacts with)  MARK2"
"interacts with","CDH1 (interacts with)  MPZL1","false","interacts with","CDH1 (interacts with)  MPZL1"
"interacts with","CDH1 (interacts with)  PGRMC2","false","interacts with","CDH1 (interacts with)  PGRMC2"
"interacts with","CDH1 (interacts with)  LASP1","false","interacts with","CDH1 (interacts with)  LASP1"
"interacts with","CDH1 (interacts with)  SH3RF1","false","interacts with","CDH1 (interacts with)  SH3RF1"
"interacts with","CDH1 (interacts with)  TJP1","false","interacts with","CDH1 (interacts with)  TJP1"
"interacts with","CDH1 (interacts with)  MAPKAPK3","false","interacts with","CDH1 (interacts with)  MAPKAPK3"
"interacts with","CDH1 (interacts with)  SYT7","false","interacts with","CDH1 (interacts with)  SYT7"
"interacts with","CDH1 (interacts with)  SVIL","false","interacts with","CDH1 (interacts with)  SVIL"
"interacts with","CDH1 (interacts with)  GIPC1","false","interacts with","CDH1 (interacts with)  GIPC1"
"interacts with","CDH1 (interacts with)  NECTIN2","false","interacts with","CDH1 (interacts with)  NECTIN2"
"interacts with","CDH1 (interacts with)  PRDX1","false","interacts with","CDH1 (interacts with)  PRDX1"
"interacts with","CDH1 (interacts with)  HNRNPK","false","interacts with","CDH1 (interacts with)  HNRNPK"
"interacts with","CDH1 (interacts with)  EIF4G2","false","interacts with","CDH1 (interacts with)  EIF4G2"
"interacts with","CDH1 (interacts with)  WIPF2","false","interacts with","CDH1 (interacts with)  WIPF2"
"interacts with","CDH1 (interacts with)  TBC1D22B","false","interacts with","CDH1 (interacts with)  TBC1D22B"
"interacts with","CDH1 (interacts with)  CLINT1","false","interacts with","CDH1 (interacts with)  CLINT1"
"interacts with","CDH1 (interacts with)  PDXDC1","false","interacts with","CDH1 (interacts with)  PDXDC1"
"interacts with","CDH1 (interacts with)  PFN1","false","interacts with","CDH1 (interacts with)  PFN1"
"interacts with","CDH1 (interacts with)  SHROOM3","false","interacts with","CDH1 (interacts with)  SHROOM3"
"interacts with","CDH1 (interacts with)  CARMIL1","false","interacts with","CDH1 (interacts with)  CARMIL1"
"interacts with","CDH1 (interacts with)  PLEKHA1","false","interacts with","CDH1 (interacts with)  PLEKHA1"
"interacts with","CDH1 (interacts with)  PPFIBP1","false","interacts with","CDH1 (interacts with)  PPFIBP1"
"interacts with","CDH1 (interacts with)  ARHGAP5","false","interacts with","CDH1 (interacts with)  ARHGAP5"
"interacts with","CDH1 (interacts with)  MAGI3","false","interacts with","CDH1 (interacts with)  MAGI3"
"interacts with","CDH1 (interacts with)  CNN2","false","interacts with","CDH1 (interacts with)  CNN2"
"interacts with","CDH1 (interacts with)  FRMD5","false","interacts with","CDH1 (interacts with)  FRMD5"
"interacts with","CDH1 (interacts with)  YWHAE","false","interacts with","CDH1 (interacts with)  YWHAE"
"interacts with","CDH1 (interacts with)  Q8N9N7","false","interacts with","CDH1 (interacts with)  Q8N9N7"
"interacts with","CDH1 (interacts with)  ABCF3","false","interacts with","CDH1 (interacts with)  ABCF3"
"interacts with","CDH1 (interacts with)  SPTAN1","false","interacts with","CDH1 (interacts with)  SPTAN1"
"interacts with","CDH1 (interacts with)  PFKP","false","interacts with","CDH1 (interacts with)  PFKP"
"interacts with","CDH1 (interacts with)  ARFIP2","false","interacts with","CDH1 (interacts with)  ARFIP2"
"interacts with","CDH1 (interacts with)  Cbll1","false","interacts with","CDH1 (interacts with)  Cbll1"
"interacts with","CDH1 (interacts with)  TWF2","false","interacts with","CDH1 (interacts with)  TWF2"
"interacts with","CDH1 (interacts with)  ACBD3","false","interacts with","CDH1 (interacts with)  ACBD3"
"interacts with","CDH1 (interacts with)  PATJ","false","interacts with","CDH1 (interacts with)  PATJ"
"interacts with","CDH1 (interacts with)  TPD52L2","false","interacts with","CDH1 (interacts with)  TPD52L2"
"interacts with","CDH1 (interacts with)  PLEKHA2","false","interacts with","CDH1 (interacts with)  PLEKHA2"
"interacts with","CDH1 (interacts with)  ENO1","false","interacts with","CDH1 (interacts with)  ENO1"
"interacts with","CDH1 (interacts with)  EIF4B","false","interacts with","CDH1 (interacts with)  EIF4B"
"interacts with","CDH1 (interacts with)  IVL","false","interacts with","CDH1 (interacts with)  IVL"
"interacts with","CDH1 (interacts with)  NHERF1","false","interacts with","CDH1 (interacts with)  NHERF1"
"interacts with","CDH1 (interacts with)  MB21D2","false","interacts with","CDH1 (interacts with)  MB21D2"
"interacts with","CDH1 (interacts with)  DNAJB1","false","interacts with","CDH1 (interacts with)  DNAJB1"
"interacts with","CDH1 (interacts with)  SYNJ2","false","interacts with","CDH1 (interacts with)  SYNJ2"
"interacts with","CDH1 (interacts with)  BZW1","false","interacts with","CDH1 (interacts with)  BZW1"
"interacts with","CDH1 (interacts with)  FSCN1","false","interacts with","CDH1 (interacts with)  FSCN1"
"interacts with","CDH1 (interacts with)  S100A11","false","interacts with","CDH1 (interacts with)  S100A11"
"interacts with","CDH1 (interacts with)  NECTIN1","false","interacts with","CDH1 (interacts with)  NECTIN1"
"interacts with","CDH1 (interacts with)  LAD1","false","interacts with","CDH1 (interacts with)  LAD1"
"interacts with","CDH1 (interacts with)  YWHAB","false","interacts with","CDH1 (interacts with)  YWHAB"
"interacts with","CDH1 (interacts with)  PACSIN2","false","interacts with","CDH1 (interacts with)  PACSIN2"
"interacts with","CDH1 (interacts with)  IGF2R","false","interacts with","CDH1 (interacts with)  IGF2R"
"interacts with","CDH1 (interacts with)  CCSER2","false","interacts with","CDH1 (interacts with)  CCSER2"
"interacts with","CDH1 (interacts with)  NUMBL","false","interacts with","CDH1 (interacts with)  NUMBL"
"interacts with","CDH1 (interacts with)  HSPA5","false","interacts with","CDH1 (interacts with)  HSPA5"
"interacts with","CDH1 (interacts with)  UACA","false","interacts with","CDH1 (interacts with)  UACA"
"interacts with","CDH1 (interacts with)  PLSCR3","false","interacts with","CDH1 (interacts with)  PLSCR3"
"interacts with","CDH1 (interacts with)  CCDC120","false","interacts with","CDH1 (interacts with)  CCDC120"
"interacts with","CDH1 (interacts with)  ADCY9","false","interacts with","CDH1 (interacts with)  ADCY9"
"interacts with","CDH1 (interacts with)  PHLDB2","false","interacts with","CDH1 (interacts with)  PHLDB2"
"interacts with","CDH1 (interacts with)  BAIAP2L1","false","interacts with","CDH1 (interacts with)  BAIAP2L1"
"interacts with","CDH1 (interacts with)  KRT9","false","interacts with","CDH1 (interacts with)  KRT9"
"interacts with","CDH1 (interacts with)  SIPA1L3","false","interacts with","CDH1 (interacts with)  SIPA1L3"
"interacts with","CDH1 (interacts with)  TBC1D10A","false","interacts with","CDH1 (interacts with)  TBC1D10A"
"interacts with","CDH1 (interacts with)  AFDN","false","interacts with","CDH1 (interacts with)  AFDN"
"interacts with","CDH1 (interacts with)  CIP2A","false","interacts with","CDH1 (interacts with)  CIP2A"
"interacts with","CDH1 (interacts with)  RPL24","false","interacts with","CDH1 (interacts with)  RPL24"
"interacts with","CDH1 (interacts with)  ABLIM1","false","interacts with","CDH1 (interacts with)  ABLIM1"
"interacts with","CDH1 (interacts with)  PPL","false","interacts with","CDH1 (interacts with)  PPL"
"interacts with","CDH1 (interacts with)  GOLGA5","false","interacts with","CDH1 (interacts with)  GOLGA5"
"interacts with","CDH1 (interacts with)  NAV2","false","interacts with","CDH1 (interacts with)  NAV2"
"interacts with","CDH1 (interacts with)  ASAP1","false","interacts with","CDH1 (interacts with)  ASAP1"
"interacts with","CDH1 (interacts with)  ARHGAP1","false","interacts with","CDH1 (interacts with)  ARHGAP1"
"interacts with","CDH1 (interacts with)  MACROH2A1","false","interacts with","CDH1 (interacts with)  MACROH2A1"
"interacts with","CDH1 (interacts with)  GIGYF2","false","interacts with","CDH1 (interacts with)  GIGYF2"
"interacts with","CDH1 (interacts with)  HYCC1","false","interacts with","CDH1 (interacts with)  HYCC1"
"interacts with","CDH1 (interacts with)  SNX9","false","interacts with","CDH1 (interacts with)  SNX9"
"interacts with","CDH1 (interacts with)  ELMOD3","false","interacts with","CDH1 (interacts with)  ELMOD3"
"interacts with","CDH1 (interacts with)  CRK","false","interacts with","CDH1 (interacts with)  CRK"
"interacts with","CDH1 (interacts with)  EPSTI1","false","interacts with","CDH1 (interacts with)  EPSTI1"
"interacts with","CDH1 (interacts with)  MTA3","false","interacts with","CDH1 (interacts with)  MTA3"
"interacts with","CDH1 (interacts with)  SNX2","false","interacts with","CDH1 (interacts with)  SNX2"
"interacts with","CDH1 (interacts with)  SPRED1","false","interacts with","CDH1 (interacts with)  SPRED1"
"interacts with","CDH1 (interacts with)  SH3D19","false","interacts with","CDH1 (interacts with)  SH3D19"
"interacts with","CDH1 (interacts with)  NUDT5","false","interacts with","CDH1 (interacts with)  NUDT5"
"interacts with","CDH1 (interacts with)  VCL","false","interacts with","CDH1 (interacts with)  VCL"
"interacts with","CDH1 (interacts with)  NFKBIE","false","interacts with","CDH1 (interacts with)  NFKBIE"
"interacts with","CDH1 (interacts with)  SPECC1","false","interacts with","CDH1 (interacts with)  SPECC1"
"interacts with","CDH1 (interacts with)  YKT6","false","interacts with","CDH1 (interacts with)  YKT6"
"interacts with","CDH1 (interacts with)  VASN","false","interacts with","CDH1 (interacts with)  VASN"
"interacts with","CDH1 (interacts with)  SSH3","false","interacts with","CDH1 (interacts with)  SSH3"
"interacts with","CDH1 (interacts with)  RSL1D1","false","interacts with","CDH1 (interacts with)  RSL1D1"
"interacts with","CDH1 (interacts with)  RB1CC1","false","interacts with","CDH1 (interacts with)  RB1CC1"
"interacts with","CDH1 (interacts with)  PPP1R13L","false","interacts with","CDH1 (interacts with)  PPP1R13L"
"interacts with","CDH1 (interacts with)  SH3GLB2","false","interacts with","CDH1 (interacts with)  SH3GLB2"
"interacts with","CDH1 (interacts with)  KIAA1217","false","interacts with","CDH1 (interacts with)  KIAA1217"
"interacts with","CDH1 (interacts with)  ZFYVE16","false","interacts with","CDH1 (interacts with)  ZFYVE16"
"interacts with","CDH1 (interacts with)  F11R","false","interacts with","CDH1 (interacts with)  F11R"
"interacts with","CDH1 (interacts with)  GALNT12","false","interacts with","CDH1 (interacts with)  GALNT12"
"interacts with","CDH1 (interacts with)  Q9NXH8","false","interacts with","CDH1 (interacts with)  Q9NXH8"
"interacts with","CDH1 (interacts with)  NCK1","false","interacts with","CDH1 (interacts with)  NCK1"
"interacts with","CDH1 (interacts with)  Q8WXE0","false","interacts with","CDH1 (interacts with)  Q8WXE0"
"interacts with","CDH1 (interacts with)  CTNND1","false","interacts with","CDH1 (interacts with)  CTNND1"
"interacts with","CDH1 (interacts with)  CDCA3","false","interacts with","CDH1 (interacts with)  CDCA3"
"interacts with","CDH1 (interacts with)  FAM83H","false","interacts with","CDH1 (interacts with)  FAM83H"
"interacts with","CDH1 (interacts with)  SCEL","false","interacts with","CDH1 (interacts with)  SCEL"
"interacts with","CDH1 (interacts with)  EPS15L1","false","interacts with","CDH1 (interacts with)  EPS15L1"
"interacts with","CDH1 (interacts with)  ANK3","false","interacts with","CDH1 (interacts with)  ANK3"
"interacts with","CDH1 (interacts with)  LLGL1","false","interacts with","CDH1 (interacts with)  LLGL1"
"interacts with","CDH1 (interacts with)  GORASP2","false","interacts with","CDH1 (interacts with)  GORASP2"
"interacts with","CDH1 (interacts with)  EIF4G1","false","interacts with","CDH1 (interacts with)  EIF4G1"
"interacts with","CDH1 (interacts with)  SEPTIN7","false","interacts with","CDH1 (interacts with)  SEPTIN7"
"interacts with","CDH1 (interacts with)  EHD1","false","interacts with","CDH1 (interacts with)  EHD1"
"interacts with","CDH1 (interacts with)  COPG2","false","interacts with","CDH1 (interacts with)  COPG2"
"interacts with","CDH1 (interacts with)  CRAMP1","false","interacts with","CDH1 (interacts with)  CRAMP1"
"interacts with","CDH1 (interacts with)  CRKL","false","interacts with","CDH1 (interacts with)  CRKL"
"interacts with","CDH1 (interacts with)  TRIP6","false","interacts with","CDH1 (interacts with)  TRIP6"
"interacts with","CDH1 (interacts with)  NDRG1","false","interacts with","CDH1 (interacts with)  NDRG1"
"interacts with","CDH1 (interacts with)  MAP4","false","interacts with","CDH1 (interacts with)  MAP4"
"interacts with","CDH1 (interacts with)  ITGA6","false","interacts with","CDH1 (interacts with)  ITGA6"
"interacts with","CDH1 (interacts with)  SLC3A2","false","interacts with","CDH1 (interacts with)  SLC3A2"
"interacts with","CDH1 (interacts with)  Q96MW1","false","interacts with","CDH1 (interacts with)  Q96MW1"
"interacts with","CDH1 (interacts with)  ARHGAP21","false","interacts with","CDH1 (interacts with)  ARHGAP21"
"interacts with","CDH1 (interacts with)  DUS4L","false","interacts with","CDH1 (interacts with)  DUS4L"
"interacts with","CDH1 (interacts with)  PKP3","false","interacts with","CDH1 (interacts with)  PKP3"
"interacts with","CDH1 (interacts with)  RANBP1","false","interacts with","CDH1 (interacts with)  RANBP1"
"interacts with","CDH1 (interacts with)  DAB2IP","false","interacts with","CDH1 (interacts with)  DAB2IP"
"interacts with","CDH1 (interacts with)  CHMP2B","false","interacts with","CDH1 (interacts with)  CHMP2B"
"interacts with","CDH1 (interacts with)  CNKSR3","false","interacts with","CDH1 (interacts with)  CNKSR3"
"interacts with","CDH1 (interacts with)  USP15","false","interacts with","CDH1 (interacts with)  USP15"
"interacts with","CDH1 (interacts with)  PUF60","false","interacts with","CDH1 (interacts with)  PUF60"
"interacts with","CDH1 (interacts with)  CTNNA2","false","interacts with","CDH1 (interacts with)  CTNNA2"
"interacts with","CDH1 (interacts with)  VSIG10L","false","interacts with","CDH1 (interacts with)  VSIG10L"
"interacts with","CDH1 (interacts with)  PHACTR2","false","interacts with","CDH1 (interacts with)  PHACTR2"
"interacts with","CDH1 (interacts with)  GOLGB1","false","interacts with","CDH1 (interacts with)  GOLGB1"
"interacts with","CDH1 (interacts with)  EIF3E","false","interacts with","CDH1 (interacts with)  EIF3E"
"interacts with","CDH1 (interacts with)  SPTBN1","false","interacts with","CDH1 (interacts with)  SPTBN1"
"interacts with","CDH1 (interacts with)  NCK2","false","interacts with","CDH1 (interacts with)  NCK2"
"interacts with","CDH1 (interacts with)  TMTC2","false","interacts with","CDH1 (interacts with)  TMTC2"
"interacts with","CDH1 (interacts with)  SND1","false","interacts with","CDH1 (interacts with)  SND1"
"interacts with","CDH1 (interacts with)  Q9HC38","false","interacts with","CDH1 (interacts with)  Q9HC38"
"interacts with","CDH1 (interacts with)  Q8IXS8","false","interacts with","CDH1 (interacts with)  Q8IXS8"
"interacts with","CDH1 (interacts with)  LMO7","false","interacts with","CDH1 (interacts with)  LMO7"
"interacts with","CDH1 (interacts with)  SPAG1","false","interacts with","CDH1 (interacts with)  SPAG1"
"interacts with","CDH1 (interacts with)  PALM3","false","interacts with","CDH1 (interacts with)  PALM3"
"interacts with","CDH1 (interacts with)  FRS2","false","interacts with","CDH1 (interacts with)  FRS2"
"interacts with","CDH1 (interacts with)  SNX5","false","interacts with","CDH1 (interacts with)  SNX5"
"interacts with","CDH1 (interacts with)  MARK3","false","interacts with","CDH1 (interacts with)  MARK3"
"interacts with","CDH1 (interacts with)  EHBP1L1","false","interacts with","CDH1 (interacts with)  EHBP1L1"
"interacts with","CDH1 (interacts with)  EPS8L1","false","interacts with","CDH1 (interacts with)  EPS8L1"
"interacts with","CDH1 (interacts with)  HEMGN","false","interacts with","CDH1 (interacts with)  HEMGN"
"interacts with","CDH1 (interacts with)  TTC7A","false","interacts with","CDH1 (interacts with)  TTC7A"
"interacts with","CDH1 (interacts with)  IQGAP1","false","interacts with","CDH1 (interacts with)  IQGAP1"
"interacts with","CDH1 (interacts with)  ISYNA1","false","interacts with","CDH1 (interacts with)  ISYNA1"
"interacts with","CDH1 (interacts with)  STEAP3","false","interacts with","CDH1 (interacts with)  STEAP3"
"interacts with","CDH1 (interacts with)  LRRC7","false","interacts with","CDH1 (interacts with)  LRRC7"
"interacts with","CDH1 (interacts with)  NOTCH2","false","interacts with","CDH1 (interacts with)  NOTCH2"
"interacts with","CDH1 (interacts with)  PLCB3","false","interacts with","CDH1 (interacts with)  PLCB3"
"interacts with","CDH1 (interacts with)  PALM2AKAP2","false","interacts with","CDH1 (interacts with)  PALM2AKAP2"
"interacts with","CDH1 (interacts with)  DSG2","false","interacts with","CDH1 (interacts with)  DSG2"
"interacts with","CDH1 (interacts with)  RANGAP1","false","interacts with","CDH1 (interacts with)  RANGAP1"
"interacts with","CDH1 (interacts with)  SLC9A1","false","interacts with","CDH1 (interacts with)  SLC9A1"
"interacts with","CDH1 (interacts with)  SHTN1","false","interacts with","CDH1 (interacts with)  SHTN1"
"interacts with","CDH1 (interacts with)  PHACTR4","false","interacts with","CDH1 (interacts with)  PHACTR4"
"interacts with","CDH1 (interacts with)  RUVBL1","false","interacts with","CDH1 (interacts with)  RUVBL1"
"interacts with","CDH1 (interacts with)  MAPRE1","false","interacts with","CDH1 (interacts with)  MAPRE1"
"interacts with","CDH1 (interacts with)  SLC4A7","false","interacts with","CDH1 (interacts with)  SLC4A7"
"interacts with","CDH1 (interacts with)  BAG3","false","interacts with","CDH1 (interacts with)  BAG3"
"interacts with","CDH1 (interacts with)  SHANK2","false","interacts with","CDH1 (interacts with)  SHANK2"
"interacts with","CDH1 (interacts with)  LRATD2","false","interacts with","CDH1 (interacts with)  LRATD2"
"interacts with","CDH1 (interacts with)  PLEKHA6","false","interacts with","CDH1 (interacts with)  PLEKHA6"
"interacts with","CDH1 (interacts with)  AGFG1","false","interacts with","CDH1 (interacts with)  AGFG1"
"interacts with","CDH1 (interacts with)  WWOX","false","interacts with","CDH1 (interacts with)  WWOX"
"interacts with","CDH1 (interacts with)  CDC42EP4","false","interacts with","CDH1 (interacts with)  CDC42EP4"
"interacts with","CDH1 (interacts with)  TRIP11","false","interacts with","CDH1 (interacts with)  TRIP11"
"interacts with","CDH1 (interacts with)  SCARB1","false","interacts with","CDH1 (interacts with)  SCARB1"
"interacts with","CDH1 (interacts with)  GGA3","false","interacts with","CDH1 (interacts with)  GGA3"
"interacts with","CDH1 (interacts with)  TWF1","false","interacts with","CDH1 (interacts with)  TWF1"
"interacts with","CDH1 (interacts with)  PLSCR1","false","interacts with","CDH1 (interacts with)  PLSCR1"
"interacts with","CDH1 (interacts with)  DENND4C","false","interacts with","CDH1 (interacts with)  DENND4C"
"interacts with","CDH1 (interacts with)  EIF4H","false","interacts with","CDH1 (interacts with)  EIF4H"
"interacts with","CDH1 (interacts with)  ITPRID2","false","interacts with","CDH1 (interacts with)  ITPRID2"
"interacts with","CDH1 (interacts with)  EIF5","false","interacts with","CDH1 (interacts with)  EIF5"
"interacts with","CDH1 (interacts with)  PXN","false","interacts with","CDH1 (interacts with)  PXN"
"interacts with","CDH1 (interacts with)  LIMA1","false","interacts with","CDH1 (interacts with)  LIMA1"
"interacts with","CDH1 (interacts with)  NR2F6","false","interacts with","CDH1 (interacts with)  NR2F6"
"interacts with","CDH1 (interacts with)  SCYL2","false","interacts with","CDH1 (interacts with)  SCYL2"
"interacts with","CDH1 (interacts with)  SCRIB","false","interacts with","CDH1 (interacts with)  SCRIB"
"interacts with","CDH1 (interacts with)  SH3GL1","false","interacts with","CDH1 (interacts with)  SH3GL1"
"interacts with","CDH1 (interacts with)  CHMP4B","false","interacts with","CDH1 (interacts with)  CHMP4B"
"interacts with","CDH1 (interacts with)  PPP1R13B","false","interacts with","CDH1 (interacts with)  PPP1R13B"
"interacts with","CDH1 (interacts with)  PDLIM1","false","interacts with","CDH1 (interacts with)  PDLIM1"
"interacts with","CDH1 (interacts with)  TXNDC9","false","interacts with","CDH1 (interacts with)  TXNDC9"
"interacts with","CDH1 (interacts with)  SH3GLB1","false","interacts with","CDH1 (interacts with)  SH3GLB1"
"interacts with","CDH1 (interacts with)  SLC12A2","false","interacts with","CDH1 (interacts with)  SLC12A2"
"interacts with","CDH1 (interacts with)  MINK1","false","interacts with","CDH1 (interacts with)  MINK1"
"interacts with","CDH1 (interacts with)  COL17A1","false","interacts with","CDH1 (interacts with)  COL17A1"
"interacts with","CDH1 (interacts with)  MARCKS","false","interacts with","CDH1 (interacts with)  MARCKS"
"interacts with","CDH1 (interacts with)  CGN","false","interacts with","CDH1 (interacts with)  CGN"
"interacts with","CDH1 (interacts with)  JCAD","false","interacts with","CDH1 (interacts with)  JCAD"
"interacts with","CDH1 (interacts with)  Q6P995","false","interacts with","CDH1 (interacts with)  Q6P995"
"interacts with","CDH1 (interacts with)  EPB41L1","false","interacts with","CDH1 (interacts with)  EPB41L1"
"interacts with","CDH1 (interacts with)  LUZP1","false","interacts with","CDH1 (interacts with)  LUZP1"
"interacts with","CDH1 (interacts with)  CNN3","false","interacts with","CDH1 (interacts with)  CNN3"
"interacts with","CDH1 (interacts with)  CCNB2","false","interacts with","CDH1 (interacts with)  CCNB2"
"interacts with","CDH1 (interacts with)  LIMCH1","false","interacts with","CDH1 (interacts with)  LIMCH1"
"interacts with","CDH1 (interacts with)  SRGAP2","false","interacts with","CDH1 (interacts with)  SRGAP2"
"interacts with","CDH1 (interacts with)  MAVS","false","interacts with","CDH1 (interacts with)  MAVS"
"interacts with","CDH1 (interacts with)  CDH8","false","interacts with","CDH1 (interacts with)  CDH8"
"interacts with","CDH1 (interacts with)  ZC3H15","false","interacts with","CDH1 (interacts with)  ZC3H15"
"interacts with","CDH1 (interacts with)  IDH1","false","interacts with","CDH1 (interacts with)  IDH1"
"interacts with","CDH1 (interacts with)  HSD17B3","false","interacts with","CDH1 (interacts with)  HSD17B3"
"interacts with","CDH1 (interacts with)  EPS15","false","interacts with","CDH1 (interacts with)  EPS15"
"interacts with","CDH1 (interacts with)  Q5SSQ6","false","interacts with","CDH1 (interacts with)  Q5SSQ6"
"interacts with","CDH1 (interacts with)  MRTFB","false","interacts with","CDH1 (interacts with)  MRTFB"
"interacts with","CDH1 (interacts with)  DBN1","false","interacts with","CDH1 (interacts with)  DBN1"
"interacts with","CDH1 (interacts with)  USP8","false","interacts with","CDH1 (interacts with)  USP8"
"interacts with","CDH1 (interacts with)  MARVELD2","false","interacts with","CDH1 (interacts with)  MARVELD2"
"interacts with","CDH1 (interacts with)  AHNAK","false","interacts with","CDH1 (interacts with)  AHNAK"
"interacts with","CDH1 (interacts with)  LYPLA2","false","interacts with","CDH1 (interacts with)  LYPLA2"
"interacts with","CDH1 (interacts with)  RPL36A","false","interacts with","CDH1 (interacts with)  RPL36A"
"interacts with","CDH1 (interacts with)  IL6ST","false","interacts with","CDH1 (interacts with)  IL6ST"
"interacts with","CDH1 (interacts with)  PLEKHA7","false","interacts with","CDH1 (interacts with)  PLEKHA7"
